Finalized HDI table (from 3A and 3B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,United States,24,2,No Kids,ma,6,15000,Research Assistant,0,2,Large-City,Single,0,0,4,4,4,4,4,2,4,5,5,5,5,5,5,5,5,4,5,3,5,5,5,3,3,4,3,4,4,4,4,4,5,5,3,3,4,4,4,4,5,5,3,3,3,3,3,yes,yes,Other,4,4.533333,4,3,0.92,Very High Human Development
2134,United States,32.5,2,No Kids,ma,6,15000,NA,2,9,Medium-Sized,Divorced,0,0,3,3,3,2,2,2,1,2,2,2,1,1,2,1,2,3,1,1,2,1,2,2,1,1,4,5,1,4,2,2,1,4,4,3,1,3,1,2,1,1,2,3,1,2,2,no,no,Other,2.6,1.6,2.25,2,0.92,Very High Human Development
2135,United States,45,3,Yes Kids,phd,3,250000,Doctor; Physician,3,7,Medium-Sized,Married,1,0,5,5,5,5,5,1,3,5,5,4,1,4,3,3,4,3,4,2,4,4,4,4,4,5,4,5,4,5,4,3,4,4,1,5,4,1,4,4,5,4,3,3,3,3,3,yes,no,Other,5,3.333333,3.9,3,0.92,Very High Human Development
2136,United States,37.5,2,No Kids,ma,3,87500,NA,6,0,Large-City,,0,0,3,3,3,2,2,1,4,5,5,2,1,1,4,1,2,2,4,4,4,1,4,3,4,5,3,3,4,4,3,2,4,4,2,3,4,5,4,3,3,5,3,4,4,3,4,yes,no,Other,2.6,2.733333,3.6,3.6,0.92,Very High Human Development
2137,United States,45,3,No Kids,ltuni,3,35000,Shipping/receiving/warehouse mgnt,7,0,Large-City,Single,0,0,5,5,5,4,4,2,2,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,2,2,2,2,2,yes,yes,Other,4.6,3.533333,3.8,2,0.92,Very High Human Development
2138,United States,55,2,Yes Kids,dip,4,25000,Graphic Designer,30,0,Large-City,Married,2,0,3,4,4,4,2,4,3,4,4,3,1,4,3,1,5,5,5,3,4,4,5,4,3,4,4,3,4,4,5,4,4,4,4,2,4,1,2,4,4,4,2,2,2,3,2,yes,yes,Other,3.4,3.533333,3.65,2.2,0.92,Very High Human Development
2139,United States,25,3,Yes Kids,deg,7,15000,NA,0,2,Small City,Married,1,0,3,4,4,3,4,1,1,5,2,4,3,2,4,3,5,3,2,5,1,4,4,3,4,4,3,4,4,4,4,2,3,3,4,5,4,4,3,4,3,4,2,3,1,1,1,yes,yes,Other,3.6,3,3.65,1.6,0.92,Very High Human Development
2140,United States,24,2,No Kids,ma,6,25000,NA,1,8,Small City,Single,0,0,3,3,1,1,1,1,1,4,4,3,4,2,4,3,4,4,3,4,2,3,3,2,3,3,4,4,3,3,5,4,4,4,3,4,5,4,3,3,3,3,3,3,4,4,4,yes,no,Other,1.8,3.066667,3.5,3.6,0.92,Very High Human Development
2141,United States,45,3,Yes Kids,phd,3,150000,NA,6,0,Large-City,Married,2,0,3,3,4,3,2,1,2,5,3,3,2,1,3,3,2,4,3,4,3,2,3,2,2,4,3,4,3,4,3,3,4,4,1,1,3,2,2,3,2,2,3,3,3,3,1,no,no,Other,3,2.733333,2.75,2.6,0.92,Very High Human Development
2142,United States,22,2,No Kids,dip,4,15000, teacher,0,1,Small City,Single,0,0,4,3,2,2,2,1,1,1,4,3,5,3,3,1,2,2,1,1,1,1,2,1,2,2,2,2,3,3,3,4,5,4,1,1,4,4,3,2,3,3,3,5,2,3,4,yes,yes,Teacher,2.6,2,2.7,3.4,0.92,Very High Human Development
2143,United States,21,2,No Kids,deg,6,10000,NA,0,0,Medium-Sized,Single,0,0,4,4,4,3,3,1,1,5,3,3,2,3,4,2,3,3,3,2,3,2,4,3,4,2,3,2,4,4,4,2,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,yes,yes,Other,3.6,2.666667,3.4,4,0.92,Very High Human Development
2144,United States,28,3,No Kids,ma,4,25000,Artist,2,0,Large-City,Single,0,0,4,4,3,3,3,3,2,5,3,3,4,2,2,3,4,5,3,3,2,4,4,3,2,4,4,4,4,4,4,2,3,4,4,4,3,4,3,4,3,5,4,3,5,4,5,yes,no,Other,3.4,3.2,3.6,4.2,0.92,Very High Human Development
2145,United States,45,3,No Kids,phd,3,55000,college professor,14,11,Small City,Married,0,0,2,2,2,2,2,1,1,1,5,4,3,5,2,4,5,1,3,1,5,4,5,2,1,2,5,1,5,2,3,3,5,5,1,4,3,5,3,2,4,2,4,5,4,5,1,yes,yes,Other,2,3,3.15,3.8,0.92,Very High Human Development
2146,United States,37.5,3,No Kids,ma,3,87500,Senior Policy Advisor,0,4,Large-City,Single,0,0,5,3,4,3,3,4,3,3,4,4,3,5,3,3,3,4,5,4,4,5,5,4,2,4,3,2,3,4,3,3,5,3,3,3,3,4,3,4,5,3,3,3,4,2,1,yes,yes,Other,3.6,3.8,3.45,2.6,0.92,Very High Human Development
2147,United States,37.5,2,No Kids,phd,4,NA,medical sonographer,0,3,Large-City,Married,0,0,4,3,1,1,1,1,2,3,4,5,5,3,3,3,4,1,4,1,3,5,4,1,1,5,3,2,1,1,4,3,1,3,1,1,3,1,2,4,3,5,2,4,1,3,3,yes,yes,Other,2,3.133333,2.45,2.6,0.92,Very High Human Development
2148,United States,21,3,No Kids,ltuni,6,10000,NA,4,0,Medium-Sized,Single,0,0,4,2,4,3,3,2,3,2,4,4,3,4,4,3,4,2,3,2,4,4,4,2,2,3,2,2,4,3,4,4,4,4,2,2,3,4,4,3,4,3,3,4,4,5,4,yes,yes,Other,3.2,3.2,3.15,4,0.92,Very High Human Development
2149,United States,28,2,No Kids,ma,6,25000,NA,2,7,Medium-Sized,Single,0,0,3,4,2,1,1,2,3,4,5,5,5,5,2,5,5,2,2,2,5,5,5,1,3,5,4,2,5,4,5,3,1,5,2,2,4,1,1,5,5,4,3,2,4,4,4,yes,yes,Other,2.2,3.8,3.35,3.4,0.92,Very High Human Development
2150,United States,55,2,Yes Kids,phd,3,55000, teacher,7,0,Small City,Divorced,1,2,4,4,4,2,2,2,2,1,3,3,3,3,3,3,4,4,3,4,3,3,4,2,3,3,4,2,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3,2,2,3,2,yes,yes,Teacher,3.2,2.933333,3.45,2.4,0.92,Very High Human Development
2151,United States,24,2,No Kids,ltuni,6,15000,Certified Nurse's Assistant,4,0,Small City,Single,0,0,3,2,3,2,2,2,3,5,3,2,1,5,3,2,3,2,3,4,1,1,2,4,3,5,4,2,2,4,3,3,2,2,2,3,4,2,3,3,2,3,3,4,3,4,3,yes,yes,Other,2.4,2.666667,2.9,3.4,0.92,Very High Human Development
2152,United States,22,2,No Kids,ltuni,4,10000,Asst. Pre-school Teacher,0,2,Large-City,Single,0,0,3,3,2,2,2,4,3,5,3,3,1,4,4,2,4,4,4,5,4,3,3,2,3,4,3,3,3,4,2,4,4,3,4,4,4,3,3,4,4,4,2,2,3,3,4,yes,yes,Teacher,2.4,3.533333,3.4,2.8,0.92,Very High Human Development
2153,United States,16.5,3,No Kids,ltuni,6,10000,NA,0,0,Small City,Single,0,0,3,4,4,3,3,1,2,4,3,1,1,2,3,2,4,3,4,2,3,3,3,2,2,4,3,2,3,5,4,3,4,4,1,3,4,4,3,3,3,4,4,4,3,3,1,yes,yes,Other,3.4,2.533333,3.2,3,0.92,Very High Human Development
2154,United States,22,2,No Kids,ltuni,6,10000,NA,0,0,Large-City,Single,0,0,3,2,4,2,2,1,1,1,2,2,3,4,4,2,3,2,2,2,2,2,2,2,2,3,2,3,2,4,3,2,2,3,2,3,3,3,2,2,2,2,4,4,4,4,4,yes,yes,Other,2.6,2.2,2.45,4,0.92,Very High Human Development
2155,United States,16.5,3,No Kids,ltuni,6,10000,NA,0,0,,Single,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,2,1,yes,no,Other,3,3,3,2,0.92,Very High Human Development
2156,United States,55,2,No Kids,phd,5,35000,retired,2,9,Large-City,Married,0,0,3,3,1,2,1,1,1,2,3,3,4,2,3,3,3,3,2,2,2,3,4,3,2,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,2,no,no,Other,2,2.466667,3.35,3.4,0.92,Very High Human Development
2157,United States,20,3,No Kids,ltuni,6,10000,NA,NA,0,Large-City,Single,0,0,4,4,4,2,2,2,2,5,4,2,2,3,4,1,4,3,2,4,2,2,4,3,3,5,2,2,4,4,4,2,4,5,2,2,5,5,4,4,4,4,3,4,4,3,4,yes,yes,Other,3.2,2.8,3.6,3.6,0.92,Very High Human Development
2158,United States,45,2,No Kids,phd,3,150000,attorney,10,0,Large-City,Single,0,0,3,5,2,2,2,4,1,3,2,1,3,2,3,2,2,4,1,4,1,4,4,3,3,4,1,2,4,2,4,1,1,3,4,3,3,4,4,3,3,4,1,2,2,3,2,yes,yes,Other,2.8,2.466667,3,2,0.92,Very High Human Development
2159,United States,45,3,Yes Kids,phd,3,67500,college professor,6,0,Large-City,Married,2,0,3,4,3,2,2,2,2,5,3,2,3,4,5,2,4,4,3,3,3,4,4,1,4,1,3,2,3,4,4,5,3,4,3,4,4,5,4,4,4,3,3,3,5,5,4,yes,yes,Other,2.8,3.266667,3.45,4,0.92,Very High Human Development
2160,United States,45,2,No Kids,phd,3,67500,college professor,17,0,Medium-Sized,Divorced,0,0,2,3,3,2,2,4,1,2,2,5,4,4,4,3,3,4,2,4,1,4,4,2,1,4,5,3,4,3,4,2,2,4,4,3,4,4,3,4,4,5,3,3,2,3,3,yes,yes,Other,2.4,3.133333,3.45,2.8,0.92,Very High Human Development
2161,United States,32.5,2,No Kids,ma,3,67500,Director of Contract Management,2,6,Large-City,Single,0,0,5,3,3,3,3,2,4,4,5,5,5,5,5,5,5,4,5,3,5,2,5,4,4,5,4,4,5,4,5,5,4,5,3,3,4,5,5,4,5,4,2,3,3,3,2,yes,yes,Director,3.4,4.266667,4.35,2.6,0.92,Very High Human Development
2162,United States,37.5,2,Yes Kids,deg,3,87500,writer,0,3,Small Town,Married,0,2,4,4,3,2,2,2,2,4,4,4,2,4,5,5,5,3,4,3,2,3,4,3,2,3,4,3,5,4,5,4,4,5,3,3,5,5,3,5,5,3,4,4,4,4,4,yes,yes,Writer,3,3.466667,3.9,4,0.92,Very High Human Development
2163,United States,28,2,No Kids,ma,6,25000,NA,2,0,Large-City,Single,0,0,4,2,5,4,4,3,2,4,4,4,1,2,5,3,5,4,3,5,1,4,5,4,3,5,4,2,5,5,5,4,3,5,4,2,5,5,3,5,5,5,3,5,4,5,3,yes,no,Other,3.8,3.333333,4.2,4,0.92,Very High Human Development
2164,United States,21,2,No Kids,ltuni,6,10000,NA,NA,0,Medium-Sized,Single,0,0,4,4,3,1,1,1,3,5,4,2,1,1,3,1,2,4,4,3,3,1,2,2,1,3,1,1,3,4,4,2,3,3,1,2,3,5,1,3,2,3,5,5,5,5,5,no,no,Other,2.6,2.533333,2.45,5,0.92,Very High Human Development
2165,United States,28,2,No Kids,ma,3,67500,analyst,1,0,Large-City,Single,0,0,4,4,4,2,2,3,3,5,4,2,3,3,4,3,3,2,5,3,3,3,4,2,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,2,yes,no,Analyst,3.2,3.266667,3.55,2.4,0.92,Very High Human Development
2166,United States,37.5,2,No Kids,phd,3,150000,financial risk manager,0,10,Large-City,Single,0,0,3,1,1,1,1,1,1,2,3,3,1,1,1,3,2,3,1,2,1,2,3,1,1,5,2,5,3,2,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,3,3,no,no,Finance,1.4,1.8,2.65,3,0.92,Very High Human Development
2167,United States,25,3,No Kids,deg,3,35000,Marketing,0,5,Medium-Sized,Single,0,0,2,4,2,2,2,2,1,2,2,3,4,2,2,3,3,3,2,2,1,4,3,1,2,4,3,1,4,3,4,1,2,4,4,2,3,4,2,4,3,4,3,3,4,2,4,yes,no,Other,2.4,2.4,2.9,3.2,0.92,Very High Human Development
2168,United States,45,2,Yes Kids,ltuni,3,35000,office,23,0,Large Town,Separated,2,0,2,4,5,4,4,4,3,4,5,4,4,4,5,4,5,4,4,4,2,5,5,4,4,5,4,3,4,5,4,5,4,5,4,4,5,4,3,5,4,3,3,3,3,3,2,yes,yes,Other,3.8,4.066667,4.2,2.8,0.92,Very High Human Development
2169,United States,19,2,No Kids,dip,6,10000,NA,NA,0,Small City,Single,0,0,4,4,3,4,4,1,2,4,3,4,1,3,3,3,4,3,4,4,2,2,2,1,3,2,3,4,4,4,4,3,2,4,2,4,4,3,3,4,4,4,2,3,3,3,2,yes,yes,Other,3.8,2.866667,3.2,2.6,0.92,Very High Human Development
2170,United States,55,2,Yes Kids,ltuni,3,45000,NA,2,6,Large-City,Single,0,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,4,1,4,1,3,2,1,1,1,4,4,3,1,2,1,2,1,4,4,2,4,4,2,1,2,3,3,4,4,4,no,no,Other,1,1.866667,2.3,3.6,0.92,Very High Human Development
2171,United States,45,2,No Kids,deg,4,55000,Self employed Public Relations,0,3,Medium-Sized,Divorced,0,0,4,4,4,4,4,2,2,3,2,4,2,4,3,4,4,4,2,3,2,4,4,4,4,4,5,4,4,3,4,1,4,4,4,2,3,4,4,3,4,4,3,3,4,4,4,yes,yes,Self Employeed,4,3,3.65,3.6,0.92,Very High Human Development
2172,United States,28,2,No Kids,ma,3,45000,policy analyst,0,8,Large-City,Single,0,0,4,4,4,3,3,2,1,5,4,2,2,3,4,2,2,2,3,5,3,3,4,1,2,4,4,1,4,5,4,3,4,4,4,1,4,3,4,4,3,5,3,3,3,4,4,yes,no,Analyst,3.6,2.866667,3.4,3.4,0.92,Very High Human Development
2173,United States,55,3,No Kids,phd,4,15000, Attorney-self employed,5,7,Large-City,Single,0,0,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,3,5,4,4,4,5,2,3,4,4,4,5,4,5,5,4,4,5,4,4,4,4,5,5,5,2,3,3,3,2,yes,yes,Self Employeed,4,4.6,4.25,2.6,0.92,Very High Human Development
2174,United States,45,3,Yes Kids,phd,3,67500,assistant professor,7,0,Small City,Married,0,2,4,4,4,2,2,1,1,1,1,2,4,3,2,5,2,3,1,5,1,3,4,1,1,2,2,2,3,2,5,1,1,4,3,1,2,5,2,5,3,4,3,1,2,1,1,yes,no,Other,3.2,2.333333,2.65,1.6,0.92,Very High Human Development
2175,United States,32.5,3,No Kids,deg,3,NA,Technology (CTO),0,9,Large-City,Single,0,0,2,1,2,2,2,1,1,5,1,2,2,3,5,1,4,3,1,3,1,3,3,2,3,5,1,3,3,3,3,1,2,3,1,2,5,4,2,4,4,4,5,5,4,4,3,no,no,Other,1.8,2.4,2.9,4.2,0.92,Very High Human Development
2176,United States,24,2,No Kids,phd,3,150000,associate at law firm,0,1,Large-City,Single,0,0,3,1,4,2,2,1,4,3,4,2,3,4,3,2,4,4,4,4,4,3,3,1,2,5,4,4,2,4,3,3,4,5,2,3,3,4,4,4,3,3,3,2,4,5,2,yes,no,Other,2.4,3.266667,3.3,3.2,0.92,Very High Human Development
2177,United States,32.5,3,No Kids,ma,3,67500,Pastor ; Life coach  clergy,5,0,Medium-Sized,Married,0,0,2,2,1,1,1,1,2,3,3,2,3,1,3,2,3,3,3,2,2,3,3,1,2,1,3,1,3,2,3,1,2,3,2,4,3,2,1,4,2,2,4,5,5,5,5,yes,no,Other,1.4,2.4,2.25,4.8,0.92,Very High Human Development
2178,United States,37.5,2,No Kids,ma,3,35000,researcher,1,0,Large-City,Single,0,0,3,5,5,5,5,4,5,3,5,5,5,5,3,4,5,5,5,4,5,5,4,5,4,4,4,1,5,3,5,5,5,5,4,3,4,5,5,3,2,4,2,2,4,4,3,yes,yes,Other,4.6,4.533333,4,3,0.92,Very High Human Development
2179,United States,32.5,2,No Kids,phd,3,150000,college professor,0,1,Large-City,Single,0,0,4,3,3,2,2,1,2,3,3,3,1,1,3,3,3,1,3,3,2,1,3,1,1,4,2,3,3,3,3,2,2,3,1,1,3,2,1,3,3,3,5,5,4,4,3,yes,no,Other,2.8,2.2,2.35,4.2,0.92,Very High Human Development
2180,United States,20,2,No Kids,deg,6,NA,NA,0,0,Large-City,Single,0,0,4,3,3,1,1,1,3,4,4,4,5,5,4,1,5,3,5,3,5,4,5,3,3,4,4,2,4,2,5,5,3,5,3,4,4,3,3,4,4,5,3,2,2,3,1,yes,yes,Other,2.4,3.733333,3.75,2.2,0.92,Very High Human Development
2181,United States,28,2,No Kids,ma,6,25000,NA,0,0,Small City,Single,0,0,3,3,2,2,2,1,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,1,2,4,1,4,4,1,4,2,2,4,1,2,2,2,2,2,3,1,3,3,2,2,2,yes,no,Other,2.4,1.866667,2.3,2.4,0.92,Very High Human Development
2182,United States,67.5,2,Yes Kids,ma,3,87500,Please specify title Manager for Regulat,5,0,Large-City,Divorced,1,1,2,1,1,1,1,1,1,1,2,1,5,1,2,1,3,3,2,3,2,1,4,1,1,3,1,1,1,1,3,1,1,1,1,1,5,3,1,2,3,3,3,4,3,5,2,yes,no,Manager,1.2,1.933333,1.9,3.4,0.92,Very High Human Development
2183,United States,25,2,No Kids,phd,6,25000,NA,2,8,Small City,Single,0,0,5,3,4,3,3,1,2,3,2,4,2,5,4,3,4,2,2,3,2,2,4,2,2,5,3,5,4,4,4,2,2,4,1,4,4,3,2,5,4,5,2,3,3,3,2,yes,yes,Other,3.6,2.733333,3.45,2.6,0.92,Very High Human Development
2184,United States,37.5,3,Yes Kids,phd,3,87500,Account Manager,1,8,Large-City,Married,0,1,4,4,5,5,5,3,3,5,5,5,3,5,4,5,5,5,5,4,4,4,5,4,4,3,4,1,5,4,5,5,4,5,4,5,4,5,5,4,5,5,2,2,2,3,2,yes,yes,Manager,4.6,4.333333,4.3,2.2,0.92,Very High Human Development
2185,United States,55,2,No Kids,deg,3,55000,Dept. Director (Non-profit),7,8,Medium-Sized,,0,0,3,4,2,1,1,1,1,3,1,1,2,1,3,1,3,2,1,3,1,2,3,2,2,2,2,3,2,3,3,1,1,3,3,3,3,3,3,3,4,3,4,4,4,4,3,no,no,Director,2.2,1.733333,2.6,3.8,0.92,Very High Human Development
2186,United States,28,3,No Kids,deg,3,55000,Mechanical Engineer,2,6,Village,Single,0,0,3,2,4,2,2,1,1,2,2,2,1,1,3,2,2,2,1,4,1,2,2,1,2,2,4,1,3,4,3,1,2,2,1,1,4,5,2,2,3,1,3,4,4,3,3,yes,no,Other,2.6,1.8,2.3,3.4,0.92,Very High Human Development
2187,United States,32.5,2,No Kids,ma,3,55000,NA,0,0,Medium-Sized,Single,0,0,3,5,5,5,5,2,3,2,5,4,3,5,4,4,4,2,5,2,4,4,4,2,3,4,2,2,2,5,5,3,5,4,2,2,3,4,3,3,3,4,3,3,3,3,1,yes,yes,Other,4.6,3.533333,3.25,2.6,0.92,Very High Human Development
2188,United States,32.5,3,No Kids,deg,4,35000,Film maker,1,0,Large-City,Single,0,0,3,3,4,3,3,2,3,2,4,4,3,4,4,4,4,3,4,2,4,4,4,3,4,4,4,3,4,4,4,3,3,4,3,4,3,4,4,3,4,4,2,4,2,4,2,yes,yes,Other,3.2,3.4,3.65,2.8,0.92,Very High Human Development
2189,United States,37.5,2,No Kids,ma,3,67500,Supervisor,6,0,Small City,Married,0,0,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3,4,3,3,2,3,3,2,3,4,4,3,3,2,4,3,3,2,3,3,3,4,3,3,2,3,4,4,4,4,3,yes,no,Other,2.2,2.6,3,3.8,0.92,Very High Human Development
2190,United States,45,3,No Kids,ma,3,87500,Foreign Affairs Specialist,4,0,Small City,Divorced,0,0,4,4,3,2,2,1,1,3,4,4,4,2,3,4,4,2,3,3,2,4,3,2,2,2,3,2,4,3,3,3,4,3,2,2,4,2,4,4,2,3,2,2,2,1,2,yes,yes,Other,3,2.933333,2.85,1.8,0.92,Very High Human Development
2191,United States,28,2,No Kids,deg,3,35000,bookkeeper/ actor,5,0,Large-City,Single,0,0,4,3,3,2,2,1,1,5,2,2,1,2,5,3,4,3,3,4,2,4,5,4,4,3,5,2,4,4,5,3,3,5,1,4,5,5,4,3,5,5,2,2,2,2,3,yes,yes,Other,2.8,2.8,3.95,2.2,0.92,Very High Human Development
2192,United States,37.5,2,No Kids,phd,3,NA,NA,0,0,Large-City,Single,0,0,2,1,1,1,1,1,1,5,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,3,1,4,2,1,2,3,2,3,3,2,2,2,2,1,4,4,4,4,4,no,no,Other,1.2,1.733333,1.95,4,0.92,Very High Human Development
2193,United States,32.5,3,No Kids,phd,3,150000,NA,0,9,Large-City,Single,0,0,2,2,2,2,2,2,2,3,3,3,1,1,3,2,2,4,3,4,2,2,3,2,4,2,4,2,3,3,4,3,3,3,2,2,3,4,5,3,2,4,3,4,4,4,5,yes,no,Other,2,2.466667,3.05,4,0.92,Very High Human Development
2194,United States,55,2,Yes Kids,ma,3,87500, teacher,30,0,Large Town,Married,0,2,3,3,3,3,3,2,2,1,3,3,2,3,3,3,3,3,4,4,3,4,3,1,2,3,1,3,3,4,3,3,3,3,3,3,4,3,3,5,4,5,3,3,3,3,3,yes,no,Teacher,3,2.866667,3.1,3,0.92,Very High Human Development
2195,United States,28,2,No Kids,ltuni,3,35000,Investment Assistant,1,5,Large-City,Single,0,0,2,3,3,2,2,1,2,3,3,2,1,1,1,1,1,3,4,3,3,2,2,1,2,5,2,4,2,2,3,3,2,3,1,2,3,4,3,3,3,3,4,4,4,2,2,yes,no,Other,2.4,2.066667,2.65,3.2,0.92,Very High Human Development
2196,United States,45,3,Yes Kids,ma,3,45000, teacher,4,6,Rural/Country,Married,2,1,3,3,3,2,2,1,1,5,2,1,1,2,2,1,3,3,1,2,1,2,3,2,3,1,2,2,2,3,3,2,2,3,3,3,3,3,2,2,3,2,3,3,3,4,4,no,no,Teacher,2.6,1.866667,2.45,3.4,0.92,Very High Human Development
2197,United States,16.5,2,No Kids,lthigh,6,10000,NA,NA,0,Large-City,Single,0,0,3,3,3,1,1,1,1,1,3,1,1,4,2,1,4,2,3,4,4,1,4,3,2,4,4,4,4,4,4,5,4,4,3,3,3,5,2,2,4,2,3,2,3,3,1,yes,yes,Other,2.2,2.2,3.5,2.4,0.92,Very High Human Development
2198,United States,20,2,No Kids,ltuni,6,10000,NA,0,0,Small City,Single,0,0,4,5,3,4,3,3,3,5,2,3,2,4,5,3,3,3,3,3,1,4,4,2,4,4,5,2,5,3,5,4,3,5,2,3,5,3,5,5,5,5,4,4,4,4,4,yes,yes,Other,3.8,3.133333,3.95,4,0.92,Very High Human Development
2199,United States,55,2,Yes Kids,ma,3,150000,NA,5,0,,Divorced,1,0,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,2,1,1,1,2,3,1,1,1,3,2,1,2,1,2,2,2,2,2,1,2,2,4,4,4,4,4,no,no,Other,1,1.4,1.7,4,0.92,Very High Human Development
2200,United States,21,2,No Kids,ltuni,6,10000,restaurant mgr / student / and looking f,4,0,Large-City,Single,0,0,3,4,4,2,2,2,3,2,4,2,4,5,3,3,4,3,5,4,3,2,4,1,4,4,4,2,3,3,4,3,4,3,2,4,4,4,5,2,4,3,4,4,3,4,2,yes,yes,Student/Student Related,3,3.266667,3.35,3.4,0.92,Very High Human Development
2201,United States,32.5,2,No Kids,ma,6,150000,NA,0,9,Large Town,Married,0,0,3,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,3,2,3,3,2,4,1,1,5,1,1,3,2,1,2,3,4,4,5,5,5,5,yes,no,Other,1.6,1.2,2.3,4.8,0.92,Very High Human Development
2202,United States,16.5,2,No Kids,lthigh,6,10000,Life Guard,2,0,Large Town,Single,0,0,4,5,5,4,4,4,2,4,4,4,4,4,4,3,3,3,3,3,3,2,3,2,3,5,4,1,3,4,5,2,3,4,2,4,4,4,4,4,5,5,4,4,4,4,4,yes,yes,Other,4.4,3.333333,3.55,4,0.92,Very High Human Development
2203,United States,22,2,Yes Kids,ltuni,6,25000,detail checker,1,10,Large Town,Single,0,1,4,4,3,3,3,2,2,4,4,3,5,3,5,5,4,3,5,3,4,4,3,1,1,3,3,1,1,2,4,1,4,4,2,3,5,5,5,3,5,5,1,1,4,2,3,yes,yes,Other,3.4,3.733333,3.05,2.2,0.92,Very High Human Development
2204,United States,45,2,No Kids,phd,3,67500,psychologis,7,0,Small Town,Divorced,0,0,3,3,2,2,2,1,1,4,2,2,1,2,2,2,4,5,2,3,2,2,3,3,4,4,3,4,2,3,4,3,4,4,2,3,3,3,3,3,4,4,2,4,3,3,1,no,no,Other,2.4,2.333333,3.3,2.6,0.92,Very High Human Development
2205,United States,32.5,2,Yes Kids,ma,3,35000, teacher,6,0,Small Town,Married,1,2,4,5,4,4,4,4,3,5,4,5,4,5,5,3,5,3,3,5,3,4,4,3,3,1,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,2,2,2,2,2,yes,yes,Teacher,4.2,4.066667,4.25,2,0.92,Very High Human Development
2206,United States,32.5,3,No Kids,phd,3,250000,attorney,7,0,Large-City,Divorced,0,0,4,4,4,4,4,2,4,4,5,3,4,4,4,3,4,4,4,4,5,3,4,2,4,4,3,2,4,4,4,3,4,4,2,4,4,4,4,4,3,3,3,3,3,4,4,yes,yes,Other,4,3.8,3.5,3.4,0.92,Very High Human Development
2207,United States,32.5,2,No Kids,deg,3,35000,associate,1,6,Large-City,Single,0,0,3,3,2,2,2,1,2,3,3,3,1,3,3,3,3,2,3,3,3,3,4,1,3,5,4,3,4,3,4,2,4,4,3,1,3,5,5,3,3,2,2,2,1,3,3,yes,yes,Other,2.4,2.6,3.3,2.2,0.92,Very High Human Development
2208,United States,25,2,No Kids,ma,4,25000,Student/Teacher,2,0,Small Town,Single,0,0,5,5,5,4,4,4,4,4,1,5,5,5,4,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,1,yes,no,Student/Student Related,4.6,4.466667,4.8,1.4,0.92,Very High Human Development
2209,United States,32.5,2,No Kids,ma,3,45000,Librarian,5,0,Large-City,Single,0,0,2,3,2,2,2,1,3,5,5,4,1,3,4,3,3,4,5,3,4,3,3,1,4,5,4,3,2,2,4,2,3,4,1,3,3,5,5,2,4,2,2,3,3,4,1,yes,no,Other,2.2,3.4,3.1,2.6,0.92,Very High Human Development
2210,United States,28,3,No Kids,ma,6,25000,Graduate Researcher,5,10,Large-City,Married,0,0,1,2,2,1,1,2,2,2,3,2,1,2,3,2,4,4,3,4,1,2,2,2,3,2,1,3,2,3,3,1,1,2,2,2,3,4,3,4,2,3,3,2,4,4,4,no,no,Other,1.4,2.466667,2.4,3.4,0.92,Very High Human Development
2211,United States,32.5,3,No Kids,phd,3,87500,attorney,5,6,Large-City,Single,0,0,4,4,4,3,3,1,3,4,4,4,4,5,4,4,4,4,4,2,4,4,4,2,4,5,3,3,3,4,4,4,4,4,2,4,5,4,4,4,4,4,2,2,3,2,2,yes,yes,Other,3.6,3.666667,3.75,2.2,0.92,Very High Human Development
2212,United States,19,2,No Kids,ltuni,4,10000,PCA for a quadrapilegic and a PCA for a,2,0,Village,Divorced,0,0,1,3,1,1,1,1,1,2,3,4,3,2,3,2,3,4,2,3,1,1,4,1,2,4,1,1,4,2,4,1,2,4,1,3,3,2,2,2,5,3,3,4,3,3,4,yes,yes,Other,1.4,2.333333,2.55,3.4,0.92,Very High Human Development
