"","ID","DP_1","DP_2","DP_3","DP_4","DP_5","AIP_1","AIP_2","AIP_3","AIP_4","AIP_5","AIP_6","AIP_7","AIP_8","AIP_9","AIP_10","AIP_11","AIP_12","AIP_13","AIP_14","AIP_15","GP_1","GP_2","GP_3","GP_4","GP_5","GP_6","GP_7","GP_8","GP_9","GP_10","GP_11","GP_12","GP_13","GP_14","GP_15","GP_16","GP_17","GP_18","GP_19","GP_20","SWLS_1","SWLS_2","SWLS_3","SWLS_4","SWLS_5","Self_Score","Others_Score","DP_Avg","AIP_Avg","GP_Avg","SWLS_Avg","Country_Res","Age","Gender","Kids","Edu","Work_Status","Annual_Inc","Current_Occ","Employ_Yrs","Employ_Mths","Comm_Size","Married","Num_sons","Num_daught","HDI","HDI_Cat"
"1926",1926,5,3,5,5,5,1,2,5,4,3,2,5,3,2,4,2,4,2,4,4,5,2,2,4,4,3,4,5,1,3,2,5,2,3,4,3,3,4,4,4,3,3,4,4,4,"yes","yes",4.6,3.13333,3.35,3.6,"United States",28,"Female","No","phd","student",25000,"Graduate Assistant",3,9,"Small City","Single",1,0,0.92,"Very High"
"1927",1927,2,3,2,2,2,1,1,3,3,2,2,2,3,2,2,3,2,2,1,3,3,1,2,3,1,2,2,3,3,2,2,2,1,3,3,1,1,4,3,4,2,2,2,2,2,"no","no",2.2,2.13333,2.3,2,"United States",45,"Male","Yes","ma","full-time",67500,"Programmer Analyst",23,0,"Medium-Sized","Married",8,1,0.92,"Very High"
"1928",1928,3,3,2,1,1,1,1,2,4,4,1,1,3,1,4,2,3,4,2,2,3,1,2,4,3,2,2,2,3,2,2,3,2,4,3,4,3,3,3,4,3,3,3,3,3,"no","no",2,2.33333,2.75,3,"United States",55,"Female","No","deg","full-time",45000,"Town Clerk",23,0,"Rural/Country","Single",1,0,0.92,"Very High"
"1929",1929,2,3,3,2,2,1,2,1,3,3,2,2,3,3,3,2,2,2,3,3,3,1,2,1,1,2,2,2,3,1,1,3,2,3,3,4,3,4,3,3,3,4,4,4,3,"yes","no",2.4,2.33333,2.35,3.6,"United States",45,"Male","Yes","phd","full-time",150000,"Attorney",23,0,"Small City","Married",3,0,0.92,"Very High"
"1930",1930,3,3,2,3,3,2,3,5,3,3,2,5,4,4,4,3,5,3,4,3,4,3,5,3,3,3,3,3,4,5,4,5,3,3,4,4,3,5,4,4,3,4,3,3,1,"yes","yes",2.8,3.53333,3.75,2.8,"United States",32.5,"Male","No","ma","full-time",150000,"Consulting Manager",2,0,"Large-City","Single",1,0,0.92,"Very High"
"1931",1931,5,2,5,3,3,4,3,5,5,2,3,3,2,4,4,3,5,1,5,5,5,1,3,2,3,1,1,3,4,2,5,3,2,3,3,4,5,4,3,4,4,4,5,5,3,"yes","yes",3.6,3.6,3.05,4.2,"United States",45,"Female","No","deg","full-time",45000,"Investigative Specialist",5,5,"Large-City","Single",1,0,0.92,"Very High"
"1932",1932,2,2,1,1,1,4,3,2,4,3,1,3,3,3,3,1,4,1,3,2,3,1,1,3,1,1,2,2,3,3,2,3,3,2,3,4,2,2,2,3,5,4,5,5,4,"no","no",1.4,2.66667,2.3,4.6,"United States",45,"Female","Yes","ma","full-time",67500,"writer / lecturer / consultant",3,0,"Large-City","Divorced",8,1,0.92,"Very High"
"1933",1933,2,1,1,1,1,1,2,3,3,1,1,1,2,2,2,2,2,2,2,2,1,1,3,3,5,4,1,2,1,1,1,2,2,2,2,2,2,1,2,2,3,4,4,5,2,"no","no",1.2,1.86667,2,3.6,"United States",55,"Male","Yes","phd","full-time",250000,"md",30,0,"Large-City","Married",8,1,0.92,"Very High"
"1934",1934,2,2,1,1,1,1,1,2,3,2,2,1,2,5,3,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,"no","no",1.4,1.93333,1.6,3,"United States",67.5,"Male","No","phd","full-time",87500,"Asst. Prof.",17,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"1935",1935,2,2,2,2,1,1,2,3,3,3,1,1,3,2,3,3,2,2,2,1,2,3,2,5,1,2,1,2,4,1,4,5,1,2,3,5,3,3,3,3,3,3,3,3,2,"yes","no",1.8,2.13333,2.75,2.8,"United States",55,"Female","No","deg","full-time",150000,"EHS Manager",6,6,"Medium-Sized","Married",1,0,0.92,"Very High"
"1936",1936,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,3,3,3,3,3,"no","no",1,1.4,1.5,3,"United States",32.5,"Female","No","phd","student",15000,NA,4,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"1937",1937,3,4,3,2,2,1,4,5,3,3,1,4,4,2,2,5,5,4,5,2,3,1,4,1,2,4,3,4,4,2,4,3,1,3,4,4,2,3,2,3,4,4,5,4,5,"yes","yes",2.8,3.33333,2.85,4.4,"United States",28,"Male","Yes","ma","full-time",67500,"engineer",3,0,"Large-City","Married",1,1,0.92,"Very High"
"1938",1938,4,4,3,3,3,1,1,4,2,4,4,2,5,2,4,3,1,4,1,1,4,1,3,1,4,3,5,2,4,1,2,5,4,4,5,4,3,5,3,4,4,4,4,4,2,"yes","no",3.4,2.6,3.35,3.6,"United States",45,"Male","Yes","ma","full-time",150000,"Program Manager",2,0,"Medium-Sized","Married",8,1,0.92,"Very High"
"1939",1939,4,3,3,4,4,1,1,4,2,2,1,2,3,3,3,5,1,1,1,2,4,3,4,2,4,2,4,4,4,1,1,4,3,4,3,4,4,3,4,4,4,4,3,4,3,"yes","no",3.6,2.13333,3.3,3.6,"United States",24,"Male","No","dip","full-time",55000,"Analyst",1,1,"Medium-Sized","Single",1,0,0.92,"Very High"
"1940",1940,3,3,2,2,2,1,1,4,4,4,2,3,4,2,2,2,2,3,4,4,4,2,3,4,2,2,3,1,3,4,2,4,2,2,3,5,5,4,2,3,3,3,3,4,4,"yes","no",2.4,2.8,3,3.4,"United States",28,"Male","No","phd","full-time",35000,NA,0,2,"Large-City","Single",1,0,0.92,"Very High"
"1941",1941,3,3,3,2,2,2,3,4,3,2,2,3,3,3,4,2,3,4,3,4,3,2,2,3,2,3,3,4,4,2,3,4,2,3,4,3,3,3,3,3,2,3,4,3,2,"yes","yes",2.6,3,2.95,2.8,"United States",37.5,"Male","No","phd","full-time",250000,"Attorney",10,0,"Large-City",NA,1,0,0.92,"Very High"
"1942",1942,3,2,3,2,2,1,1,3,2,2,1,2,2,2,3,3,2,3,2,3,4,2,2,2,3,2,3,4,3,2,2,4,2,2,3,3,3,3,3,2,5,4,5,5,5,"yes","no",2.4,2.13333,2.7,4.8,"United States",23,"Female","No","ma","student",15000,"Ornithology Graduate Student and Teachin",0,8,"Medium-Sized","Single",1,0,0.92,"Very High"
"1943",1943,4,3,4,2,2,2,2,3,4,4,3,5,4,5,5,2,4,2,3,1,4,2,3,4,3,5,4,4,4,4,4,5,2,3,3,2,3,4,5,3,3,4,3,3,2,"yes","yes",3,3.26667,3.55,3,"United States",19,"Female","No","ltuni","student",NA,NA,0,0,"Rural/Country","Single",1,0,0.92,"Very High"
"1944",1944,2,4,2,2,2,1,1,3,2,5,4,2,2,2,5,1,1,2,1,3,5,1,2,2,1,2,5,3,5,1,2,5,1,1,2,3,2,4,2,3,2,2,2,2,2,"yes","no",2.4,2.33333,2.6,2,"United States",55,"Male","No","ma","retired",10000,NA,1,0,"Large-City","Single",1,0,0.92,"Very High"
"1945",1945,4,5,5,4,4,1,3,4,5,5,5,5,4,5,5,2,4,1,5,5,5,3,5,5,4,4,5,4,4,5,5,1,1,1,5,5,5,5,4,4,2,2,2,2,1,"yes","yes",4.4,3.93333,4,1.8,"United States",45,"Male","No","phd","student",10000," Research/Teaching Assistant",6,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"1946",1946,2,2,2,2,2,1,2,2,3,3,2,4,4,2,3,4,3,1,3,3,3,2,3,5,1,2,2,2,4,4,3,3,1,2,3,5,5,5,1,4,3,5,4,4,3,"yes","yes",2,2.66667,3,3.8,"United States",45,"Female","No","ma","full-time",87500,"Marketing",4,2,"Medium-Sized","Divorced",1,0,0.92,"Very High"
"1947",1947,5,3,2,4,4,1,1,5,4,2,2,4,4,3,4,4,2,2,1,4,4,4,3,3,2,2,4,4,4,2,4,4,1,2,4,2,2,3,4,4,4,4,1,2,3,"yes","yes",3.6,2.86667,3.1,2.8,"United States",23,"Male","No","ltuni","full-time",45000,"Dealer",1,10,"Medium-Sized","Single",1,0,0.92,"Very High"
"1948",1948,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,2,"yes","yes",5,4.73333,5,2.4,"United States",37.5,"Female","Yes","deg","full-time",67500,"RN",13,11,"Medium-Sized","Married",3,1,0.92,"Very High"
"1949",1949,4,4,4,3,3,1,1,3,3,2,2,3,3,2,3,2,2,3,2,3,4,3,2,4,2,3,3,4,3,2,3,3,3,3,3,3,2,4,4,3,3,4,3,4,2,"yes","no",3.6,2.33333,3.05,3.2,"United States",45,"Female","Yes","deg","part-time",10000,"Artist",7,0,"Medium-Sized","Married",7,2,0.92,"Very High"
"1950",1950,3,3,4,3,3,1,1,2,2,3,2,3,3,3,2,3,1,3,1,4,4,2,2,1,4,4,3,3,3,1,2,4,2,3,3,4,3,3,4,3,2,2,2,3,2,"yes","no",3.2,2.26667,2.9,2.2,"United States",55,"Male","No","deg","full-time",150000,"engineer",5,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"1951",1951,4,4,3,1,1,1,3,4,4,4,2,3,2,2,4,2,4,3,4,2,5,2,3,5,3,2,4,4,4,3,5,4,1,2,3,2,1,1,5,5,3,1,3,2,1,"yes","yes",2.6,2.93333,3.2,2,"United States",37.5,"Female","No","deg","full-time",67500,"Editor",1,3,"Small Town","Single",1,0,0.92,"Very High"
"1952",1952,2,2,3,2,2,1,1,2,3,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,4,2,2,2,3,3,3,2,4,3,"no","no",2.2,2.13333,2.3,3,"United States",45,"Male","No","dip","part-time",67500," consultant",6,6,"Small City","Single",1,0,0.92,"Very High"
"1953",1953,3,2,4,1,1,1,1,2,2,2,3,1,3,1,2,5,2,3,2,2,3,2,2,2,3,2,2,2,3,2,4,3,2,2,3,4,4,3,2,3,4,4,4,3,4,"no","no",2.2,2.13333,2.65,3.8,"United States",32.5,"Male","Yes","ma","full-time",45000,NA,0,1,"Medium-Sized","Married",7,0,0.92,"Very High"
"1954",1954,4,5,4,3,3,3,3,4,3,4,1,4,5,4,4,2,4,4,2,4,5,2,4,2,5,2,5,3,5,3,4,5,3,5,4,5,4,5,4,4,3,4,2,3,3,"yes","yes",3.8,3.4,3.95,3,"United States",45,"Female","Yes","ma","part-time",55000," teacher",2,0,"Small City","Married",8,0,0.92,"Very High"
"1955",1955,4,3,4,3,3,1,3,4,4,3,5,5,4,3,5,3,4,2,4,5,5,2,3,5,2,2,3,3,4,4,1,4,2,3,5,5,5,5,5,5,3,4,4,3,2,"yes","yes",3.4,3.66667,3.65,3.2,"United States",32.5,"Female","No","ma","student",15000,NA,0,0,"Small City","Single",1,0,0.92,"Very High"
"1956",1956,3,2,3,2,2,2,2,5,3,2,3,2,3,2,2,3,4,4,3,4,3,1,2,5,4,2,3,2,2,2,2,3,4,2,3,3,3,3,4,3,3,3,4,5,4,"yes","no",2.4,2.93333,2.8,3.8,"United States",32.5,"Female","No","ma","full-time",55000,"Marketing",1,1,"Medium-Sized","Single",1,0,0.92,"Very High"
"1957",1957,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,1,3,3,4,4,4,4,4,4,3,4,4,5,4,5,5,4,3,3,3,3,2,"yes","yes",3.6,3.93333,3.85,2.8,"United States",55,"Male","Yes","phd","full-time",250000,"Attorney",28,0,"Large-City","Married",5,5,0.92,"Very High"
"1958",1958,3,1,4,1,1,2,1,3,3,2,1,2,2,1,1,3,2,3,1,1,1,1,2,2,2,1,1,3,1,4,5,1,2,3,1,2,2,2,2,2,3,3,5,5,3,"no","no",2,1.86667,2,3.8,"United States",20,"Female","No","ltuni","part-time",10000,"Mentor/Special Events intern",0,7,"Large Town","Single",1,0,0.92,"Very High"
"1959",1959,5,5,5,5,5,3,2,4,5,5,3,5,5,5,5,3,4,3,3,5,5,3,2,4,2,2,5,5,5,3,1,5,3,3,5,5,5,5,5,5,1,1,3,1,2,"yes","yes",5,4,3.9,1.6,"United States",24,"Male","Yes","ltuni","part-time",15000,"IT Technician",3,0,"Small Town","Married",1,1,0.92,"Very High"
"1960",1960,4,3,2,3,3,4,4,5,5,4,3,5,3,4,5,3,3,3,4,5,5,3,3,5,4,3,4,3,4,4,1,5,3,4,4,5,4,4,5,1,2,2,2,3,1,"yes","yes",3,4,3.7,2,"United States",55,"Female","Yes","deg","full-time",55000,"Real Estate Appraiser",14,0,"Medium-Sized","Divorced",8,1,0.92,"Very High"
"1961",1961,4,5,1,1,1,5,3,3,5,5,5,5,5,5,5,3,4,1,3,5,1,1,1,5,2,2,4,1,4,3,2,5,1,1,3,2,2,5,5,5,1,2,3,3,1,"yes","yes",2.4,4.13333,2.75,2,"United States",32.5,"Male","No","ma","full-time",150000,"Software Developer",1,0,"Small Town","Married",1,0,0.92,"Very High"
"1962",1962,3,4,4,4,4,3,3,5,4,5,5,5,5,4,4,4,4,4,4,5,5,3,3,5,5,4,5,4,4,4,3,4,4,3,5,5,5,5,5,4,3,3,3,4,2,"yes","yes",3.8,4.26667,4.25,3,"United States",24,"Female","No","ltuni","student",15000,"Server",0,8,"Medium-Sized","Single",1,0,0.92,"Very High"
"1963",1963,5,5,5,5,5,5,1,5,3,5,5,5,5,5,5,5,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,1,"yes","yes",5,4.46667,4.7,1,"United States",24,"Male","No","ltuni","student",10000,NA,4,0,"Small City","Single",1,0,0.92,"Very High"
"1964",1964,5,4,4,5,5,4,2,5,3,5,5,5,5,4,5,4,2,5,2,5,4,3,3,3,3,3,5,5,5,3,4,5,4,3,4,5,5,3,5,4,2,3,2,4,1,"yes","",4.6,4.06667,3.95,2.4,"United States",32.5,"Male","No","phd","part-time",35000,"Attorney - self employed for 2 years – f",2,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"1965",1965,3,3,3,3,2,1,3,2,4,4,4,4,5,5,5,4,5,5,4,4,4,1,3,3,3,3,4,2,5,5,4,5,1,2,4,5,5,2,2,2,5,5,5,5,5,"yes","yes",2.8,3.93333,3.25,5,"United States",45,"Male","Yes","phd","full-time",NA,NA,3,0,NA,"Married",1,2,0.92,"Very High"
"1966",1966,3,5,5,4,4,1,2,4,5,3,1,5,5,2,4,3,3,2,5,1,4,3,2,1,2,2,3,3,4,4,5,4,1,3,4,4,3,2,4,2,4,5,4,4,4,"yes","yes",4.2,3.06667,3,4.2,"United States",20,"Female","No","ltuni","student",10000,"Server",1,0,"Large-City","Single",1,0,0.92,"Very High"
"1967",1967,3,3,1,1,1,1,2,1,3,3,3,2,4,1,2,3,2,4,3,2,2,1,3,1,3,2,2,2,3,1,2,4,1,1,3,4,2,2,3,2,4,4,4,4,2,"no","no",1.8,2.4,2.2,3.6,"United States",20,"Female","No","ltuni","student",10000,"Tour Guide",0,2,"Large-City","Single",1,0,0.92,"Very High"
"1968",1968,3,3,2,2,2,1,1,2,1,2,1,1,2,1,2,3,1,3,1,2,3,2,2,2,2,3,3,2,4,1,2,2,2,2,2,2,3,3,2,2,4,4,4,3,2,"no","no",2.4,1.6,2.3,3.4,"United States",45,"Female","No","deg","full-time",67500,"manager",2,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"1969",1969,3,2,2,1,1,1,1,1,2,2,3,2,1,1,1,3,1,2,1,2,2,1,1,2,2,2,3,3,2,5,1,1,1,2,1,2,2,2,2,2,4,4,4,4,3,"yes","yes",1.8,1.6,1.95,3.8,"United States",55,"Female","Yes","ma","retired",35000,NA,0,0,"Rural/Country","Widowed",7,0,0.92,"Very High"
"1970",1970,2,2,3,2,2,1,1,3,3,2,1,3,3,2,3,1,3,2,2,2,3,1,2,3,2,2,3,2,4,3,2,3,1,1,3,4,2,3,3,4,3,4,4,5,4,"yes","no",2.2,2.13333,2.55,4,"United States",32.5,"Female","No","ma","student",15000,"Graduate student--research and teaching",1,6,"Large-City","Single",1,0,0.92,"Very High"
"1971",1971,2,1,4,1,1,1,1,1,2,3,3,4,4,3,5,5,2,2,1,5,5,2,2,2,5,3,3,1,5,3,2,5,2,5,3,5,5,2,4,1,3,3,3,2,4,"yes","yes",1.8,2.8,3.25,3,"United States",45,"Male","No","ma","full-time",45000,"writer",12,0,"Small City","Married",1,0,0.92,"Very High"
"1972",1972,4,5,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,3,1,1,"yes","yes",4,4.8,4.6,1.4,"United States",20,"Female","No","ltuni","full-time",10000,"Server",0,6,"Medium-Sized","Divorced",1,0,0.92,"Very High"
"1973",1973,2,3,2,1,1,1,3,3,5,3,2,4,3,3,3,2,5,2,5,3,4,2,2,5,3,3,4,3,3,3,4,3,3,2,4,3,3,3,3,4,3,1,3,3,1,"yes","no",1.8,3.13333,3.2,2.2,"United States",37.5,"Female","No","ma","full-time",NA,"Technical Trainer",2,5,"Large-City","Married",1,0,0.92,"Very High"
"1974",1974,3,3,3,2,2,3,2,5,3,3,3,4,4,4,4,3,3,4,2,5,4,2,2,5,1,2,5,3,5,3,3,4,5,4,4,2,3,4,5,4,2,2,2,2,1,"yes","yes",2.6,3.46667,3.5,1.8,"United States",45,"Male","Yes","phd","full-time",67500,"college professor",1,0,"Large-City","Married",8,1,0.92,"Very High"
"1975",1975,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,4,5,5,4,3,4,2,3,3,5,5,5,5,5,5,4,5,5,5,5,3,5,2,2,2,3,2,"yes","yes",4.4,4.4,4.3,2.2,"United States",67.5,"Male","No","phd","full-time",150000,"college professor",12,0,"Large-City","Married",1,0,0.92,"Very High"
"1976",1976,4,3,4,3,3,4,3,2,4,5,4,5,4,5,5,5,3,5,2,4,4,3,4,3,1,1,3,4,4,2,2,4,5,5,4,5,5,5,5,4,2,3,3,2,2,"yes","yes",3.4,4,3.65,2.4,"United States",55,"Male","No","ltuni","full-time",67500,NA,3,0,"Medium-Sized","Divorced",1,0,0.92,"Very High"
"1977",1977,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,4,4,4,4,5,"no","no",1.2,1,1.25,4.2,"United States",20,"Female","No","ltuni","student",10000,NA,NA,0,"Large-City","Single",1,0,0.92,"Very High"
"1978",1978,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,4,2,1,1,4,2,1,5,1,"no","no",1.2,1.26667,1.45,2.6,"United States",32.5,"Male","No","deg","student",10000,"catholic priest/ full timestudent",3,3,"Rural/Country","Single",1,0,0.92,"Very High"
"1979",1979,4,5,4,4,4,1,2,4,5,5,5,5,3,4,5,4,3,2,4,4,4,2,2,4,3,2,4,2,5,4,2,4,2,3,3,4,2,5,4,4,3,3,3,4,3,"yes","yes",4.2,3.73333,3.25,3.2,"United States",37.5,"Male","No","ma","full-time",67500,"Geophysicist",12,0,"Large-City","Married",1,0,0.92,"Very High"
"1980",1980,3,1,1,1,1,1,2,3,3,3,2,2,1,3,4,1,3,2,4,5,3,3,3,2,1,2,1,1,3,3,4,4,1,1,3,3,3,1,1,1,4,2,1,3,1,"yes","yes",1.4,2.6,2.2,2.2,"United States",28,"Female","No","dip","full-time",55000,"Research Associate",0,3,"Large-City","Single",1,0,0.92,"Very High"
"1981",1981,5,4,3,3,3,3,1,4,1,4,4,4,5,4,5,5,1,1,1,3,5,1,1,1,1,1,4,3,5,1,1,5,2,2,4,1,1,4,5,4,3,3,3,2,2,"yes","no",3.6,3.06667,2.6,2.6,"United States",45,"Male","Yes","phd","full-time",87500," teacher",1,0,"Small City","Married",1,1,0.92,"Very High"
"1982",1982,3,4,4,4,4,5,3,3,4,4,3,5,4,3,4,4,5,4,4,5,5,3,4,5,3,2,4,4,4,5,4,4,5,5,5,4,4,4,4,5,3,4,4,4,4,"yes","yes",3.8,4,4.15,3.8,"United States",45,"Female","Yes","ma","full-time",55000,"ISTraining Coordinator",4,11,"Small City","Married",1,1,0.92,"Very High"
"1983",1983,4,5,4,2,2,2,1,2,3,2,1,2,2,2,3,4,2,4,1,4,4,3,3,5,5,4,4,5,2,2,4,4,4,3,3,3,2,5,4,4,3,5,4,4,4,"yes","no",3.4,2.33333,3.65,4,"United States",28,"Female","No","phd","student",87500," teacher",3,0,"Large Town","Married",1,0,0.92,"Very High"
"1984",1984,5,5,5,5,5,3,2,3,5,5,3,5,5,4,5,3,3,3,3,5,5,3,4,5,4,4,5,5,5,5,5,5,3,3,4,4,4,4,5,4,1,3,3,3,1,"yes","yes",5,3.8,4.3,2.2,"United States",37.5,"Female","No","ma","unemployed",10000,"set lighting technician",2,8,"Large-City",NA,1,0,0.92,"Very High"
"1985",1985,3,4,3,3,3,1,2,2,5,5,5,5,3,4,4,1,3,1,4,4,4,1,3,2,3,5,5,3,3,5,5,5,1,3,3,4,4,5,5,5,3,3,3,3,1,"yes","yes",3.2,3.26667,3.7,2.6,"United States",55,"Female","No","ma","full-time",87500,"senior project manager",28,0,"Large-City","Married",1,0,0.92,"Very High"
"1986",1986,2,2,3,1,1,1,1,3,2,1,1,3,3,1,2,3,2,3,2,1,3,1,2,1,1,1,1,4,3,2,2,3,1,3,4,5,3,3,3,3,4,3,4,4,5,"yes","no",1.8,1.93333,2.45,4,"United States",19,"Female","No","ltuni","student",10000,NA,NA,0,"Small City","Single",1,0,0.92,"Very High"
"1987",1987,4,4,5,4,4,3,3,4,4,4,3,4,3,5,5,4,3,3,4,3,4,2,2,4,4,3,4,5,4,3,3,4,5,4,4,5,4,4,4,5,3,3,4,4,3,"yes","yes",4.2,3.66667,3.85,3.4,"United States",55,"Male","Yes","phd","full-time",250000,"Doctor; Physician",28,0,"Large Town","Married",8,0,0.92,"Very High"
"1988",1988,3,3,3,2,2,2,2,5,3,3,2,2,3,2,3,3,2,3,2,2,3,2,3,4,2,2,3,4,4,3,3,4,2,3,3,4,2,4,3,4,2,3,3,3,2,"yes","yes",2.6,2.6,3.1,2.6,"United States",32.5,"Female","No","dip","part-time",10000,"Graphic Designer",4,0,"Large-City","Single",1,0,0.92,"Very High"
"1989",1989,3,1,2,1,1,1,1,2,3,2,2,2,2,3,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,4,3,2,2,2,1,1,2,2,1,3,4,3,2,1,"no","no",1.6,1.8,1.7,2.6,"United States",45,"Female","Yes","ma","full-time",45000,"Customer Service",7,2,"Small City","Divorced",1,1,0.92,"Very High"
"1990",1990,3,3,3,3,3,2,3,4,4,3,3,5,4,3,4,2,4,3,4,4,4,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,2,3,2,1,3,"yes","yes",3,3.46667,3.65,2.2,"United States",45,"Male","No","ma","full-time",55000,"enologist",2,0,"Small City","Single",1,0,0.92,"Very High"
"1991",1991,4,4,2,4,4,1,3,2,3,3,4,4,4,4,3,1,3,5,3,3,5,2,2,2,3,3,5,4,5,2,3,5,2,3,5,3,3,5,5,4,2,3,1,1,1,"yes","yes",3.6,3.06667,3.55,1.6,"United States",16.5,"Male","No","lthigh","student",NA,NA,0,0,"Medium-Sized",NA,1,0,0.92,"Very High"
"1992",1992,4,3,4,3,3,3,3,2,4,3,4,4,3,3,4,4,4,4,4,4,4,1,3,1,2,2,3,4,5,4,4,4,2,4,4,4,3,4,4,4,3,3,2,3,1,"yes","yes",3.4,3.53333,3.3,2.4,"United States",55,"Male","No","deg","full-time",67500,"Editor",17,0,"Large-City","Married",1,0,0.92,"Very High"
"1993",1993,2,3,2,4,4,2,2,4,5,5,2,5,4,5,5,5,5,4,4,4,4,5,2,2,3,1,3,1,4,4,4,2,2,2,3,5,5,3,2,3,1,1,1,1,1,"no","no",3,4.06667,3,1,"United States",67.5,"Male","No","dip","retired",10000,"Registered Respiratory Therapist",23,0,NA,"Single",1,0,0.92,"Very High"
"1994",1994,3,2,3,1,1,1,1,5,2,2,2,2,3,3,5,1,1,1,1,1,5,1,1,5,5,1,3,1,4,1,1,4,1,4,3,4,1,3,5,3,2,2,3,3,3,"yes","no",2,2.06667,2.8,2.6,"United States",20,"Female","No","ltuni","student",10000,NA,0,0,"Small City","Single",1,0,0.92,"Very High"
"1995",1995,5,5,5,4,4,1,5,3,5,5,4,5,5,5,5,2,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5,5,2,5,5,5,3,5,5,5,3,3,4,3,3,"no","yes",4.6,4.2,4.55,3.2,"United States",45,"Female","Yes","ma","full-time",55000,"Administrator",5,0,"Rural/Country","Married",8,1,0.92,"Very High"
"1996",1996,4,4,4,3,3,1,1,5,2,3,4,4,4,3,4,2,1,4,1,4,4,3,3,2,3,2,4,3,3,1,2,2,2,2,3,4,3,4,4,4,1,1,1,1,1,"yes","yes",3.6,2.86667,2.9,1,"United States",67.5,"Male","Yes","high","retired",35000,NA,6,6,"Small City","Married",7,4,0.92,"Very High"
"1997",1997,4,3,4,2,2,5,2,4,4,4,5,4,5,4,3,2,3,4,3,5,4,1,2,3,3,2,4,4,4,2,3,4,5,3,4,3,2,5,4,4,3,3,4,4,4,"yes","yes",3,3.8,3.3,3.6,"United States",45,"Female","No","deg","part-time",15000,"Framer/Sales Associate",5,6,"Small Town","Married",1,0,0.92,"Very High"
"1998",1998,1,3,5,5,5,1,3,5,4,4,1,4,2,4,4,4,5,2,4,3,5,4,5,5,1,5,2,3,4,2,5,5,1,5,4,5,5,5,5,5,1,2,1,1,1,"yes","yes",3.8,3.33333,4.05,1.2,"United States",32.5,"Male","No","ma","full-time",45000,"Social Worker",0,4,"Medium-Sized","Single",1,0,0.92,"Very High"
"1999",1999,4,3,2,2,2,2,3,3,4,2,3,2,3,1,3,2,4,4,5,2,3,1,2,4,2,2,3,4,4,2,2,5,1,2,4,4,4,3,2,2,4,5,4,4,5,"yes","yes",2.6,2.86667,2.8,4.4,"United States",21,"Female","No","ltuni","student",10000,"Fitness Assistant / wellness mentor / ca",5,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"2000",2000,4,4,3,3,3,2,1,4,1,3,2,5,3,3,4,5,2,4,2,3,4,3,4,4,4,5,3,4,4,3,2,4,4,3,4,5,4,4,4,4,5,5,5,5,5,"yes","yes",3.4,2.93333,3.8,5,"United States",23,"Female","No","ltuni","student",250000,NA,17,0,"Small City","Single",1,0,0.92,"Very High"
"2001",2001,4,4,1,2,2,2,1,3,1,4,4,5,4,1,2,2,1,5,1,5,5,1,3,1,5,5,5,3,5,1,4,5,2,3,3,4,4,4,4,4,1,1,1,1,1,"yes","yes",2.6,2.73333,3.55,1,"United States",32.5,"Male","No","ma","full-time",15000," teacher",1,4,"Medium-Sized","Divorced",1,0,0.92,"Very High"
"2002",2002,2,1,1,1,1,1,1,2,3,2,1,1,4,1,1,1,4,1,2,1,1,1,1,2,1,1,1,1,2,3,2,1,1,2,1,1,3,3,2,1,5,5,5,4,5,"no","no",1.2,1.73333,1.55,4.8,"United States",67.5,"Male","No","deg","retired",55000,NA,0,0,"Medium-Sized","Married",1,0,0.92,"Very High"
